"week","price"
"1998-49",408.958167695039
"1998-50",146.710885518292
"1998-51",25.6722139181837
"1998-52",22.3525614380736
"1998-53",27.647002932346
"1999-1",25.9083412882054
"1999-14",15.0979733007861
"1999-15",16.3127133723497
"1999-16",18.7985376680197
"1999-17",31.1103732905268
"1999-18",27.8903416281391
"1999-19",35.4292978794418
"1999-20",32.3721587027441
"1999-21",33.2776743926261
"1999-22",29.8466784492613
"1999-23",30.4608638421788
"1999-24",35.059855302212
"1999-25",35.183595700229
"1999-26",32.2719851681267
"1999-27",29.9816341635117
"1999-28",25.6535669497709
"1999-29",24.9478200403875
"1999-30",30.378056104201
"1999-31",31.2103191621618
"1999-32",29.2634574075579
"1999-33",39.3216789198085
"1999-34",43.4061698156789
"1999-35",25.3466897321605
"1999-36",24.762415004199
"1999-37",22.5552772570667
"1999-38",22.9006369055446
"1999-39",17.7486271684292
"1999-40",17.7503183355213
"1999-41",20.7920395764148
"1999-42",24.4917230538754
"1999-43",26.4050416685842
"1999-44",25.5328352497717
"1999-45",23.7738553535886
"1999-46",23.4413772630055
"1999-47",29.4205494763796
"1999-48",38.3673862182927
"1999-49",35.1637044507006
"1999-50",23.4148705114901
"1999-51",23.5882909509886
"1999-52",17.4851649239419
"1999-53",18.4235766925584
"2000-1",17.4916969337893
"2000-10",33.3027575227517
"2000-11",32.9083893079095
"2000-12",39.4175210338321
"2000-13",45.5287285503212
"2000-14",36.8126094255354
"2000-15",25.1122191243144
"2000-16",21.7532838579704
"2000-17",20.1104555247585
"2000-18",23.6738321527725
"2000-19",22.7085893238623
"2000-2",30.0338078414832
"2000-20",33.0157514654068
"2000-21",40.2896812496308
"2000-22",120.616503003195
"2000-23",82.8525169721079
"2000-24",60.8360319635637
"2000-25",34.6046510076697
"2000-26",57.9404571524049
"2000-27",58.6452832987172
"2000-28",48.105823221402
"2000-29",59.8542804147554
"2000-3",49.4892233473473
"2000-30",50.593215829202
"2000-31",51.8079539441897
"2000-32",55.3163152409199
"2000-33",57.9750097522924
"2000-34",50.5741614884432
"2000-35",85.5589702433651
"2000-36",58.49363492424
"2000-37",32.0729386212764
"2000-38",20.1838460558375
"2000-39",22.9684077413531
"2000-4",115.617104020215
"2000-40",27.0818594923817
"2000-41",30.1606813730664
"2000-42",37.5023312826601
"2000-43",37.1901049069531
"2000-44",67.9469570518968
"2000-45",44.4058612640792
"2000-46",30.6286100796283
"2000-47",28.2484268264096
"2000-48",38.8486724152889
"2000-49",25.7726989693289
"2000-5",98.3502846876382
"2000-50",48.4071774578709
"2000-51",31.6249958511385
"2000-52",24.6203333983541
"2000-53",16.6300429343593
"2000-6",46.2749829723228
"2000-7",27.9848613775145
"2000-8",38.0131255403945
"2000-9",50.629255047367
"2001-1",34.1654850594776
"2001-10",34.7034909070539
"2001-11",37.9709491238112
"2001-12",35.1387835812167
"2001-13",53.2402585207348
"2001-14",29.2701064949245
"2001-15",27.8999626799063
"2001-16",26.9151653744212
"2001-17",33.995574858684
"2001-18",35.0770789147063
"2001-19",32.1382516846896
"2001-2",43.7950334045925
"2001-20",37.9847557301358
"2001-21",43.0294585598678
"2001-22",40.2050158947403
"2001-23",36.958243295831
"2001-24",32.4369706861452
"2001-25",32.4804016757513
"2001-26",28.5681050636484
"2001-27",30.9872292571864
"2001-28",27.5477528286496
"2001-29",25.4082016147172
"2001-3",64.2599169463252
"2001-30",28.2621930199203
"2001-31",26.5409110174481
"2001-32",26.3605261667794
"2001-33",26.5585668074114
"2001-34",30.6179881546253
"2001-35",45.8101742034704
"2001-36",27.5534689586485
"2001-37",26.2775403265809
"2001-38",24.5873842766429
"2001-39",23.0948940800732
"2001-4",156.976680597245
"2001-40",28.247305800414
"2001-41",28.6973898903569
"2001-42",33.5518366352425
"2001-43",30.5806262395769
"2001-44",37.3126656214641
"2001-45",21.5115856961455
"2001-46",24.9393151757091
"2001-47",23.2086233177124
"2001-48",20.0471074253106
"2001-49",23.2108114768758
"2001-5",54.7957523509205
"2001-50",24.5780020027837
"2001-51",52.2503997531419
"2001-52",22.622452360905
"2001-53",19.4798026323546
"2001-6",155.377621975848
"2001-7",33.5066989615182
"2001-8",60.3311885835262
"2001-9",36.5194661003057
"2002-1",22.0272757124455
"2002-10",25.7566757267908
"2002-11",30.024996596748
"2002-12",31.9365474092908
"2002-13",21.5713322211908
"2002-14",23.3792892767491
"2002-15",28.179286939661
"2002-16",28.7958158520429
"2002-17",28.7950420525459
"2002-18",35.5466469015002
"2002-19",29.4036662505344
"2002-2",31.5520780540562
"2002-20",56.2318721761729
"2002-21",132.556178756601
"2002-22",130.731373349332
"2002-23",59.5567723769427
"2002-24",27.450493888345
"2002-25",73.5409432604082
"2002-26",86.2806145209465
"2002-27",98.0765862337572
"2002-28",67.9722318598561
"2002-29",42.0463219986973
"2002-3",27.9780180886553
"2002-30",83.0747195145143
"2002-31",35.5611852902291
"2002-32",30.7915060500227
"2002-33",30.8726880929516
"2002-34",28.4482085229772
"2002-35",28.7307344113798
"2002-36",26.9602871362131
"2002-37",31.9799426196225
"2002-38",34.7176798211435
"2002-39",30.9218581732648
"2002-4",27.5577580207801
"2002-40",26.425531763168
"2002-41",27.507225216964
"2002-42",32.0706208662749
"2002-43",40.2412438620713
"2002-44",24.1633173403913
"2002-45",29.7413819060921
"2002-46",24.3576212308987
"2002-47",25.7431640198147
"2002-48",76.6042850068752
"2002-49",133.797314278951
"2002-5",46.9710438910159
"2002-50",30.9084103370898
"2002-51",48.6868445493258
"2002-52",21.9993858378667
"2002-53",28.6704573784512
"2002-6",27.7550100446507
"2002-7",33.9594372395121
"2002-8",29.5769307445191
"2002-9",25.3102189042008
"2003-1",23.0876059230482
"2003-10",15.3235185568382
"2003-11",17.8171026169788
"2003-12",26.2739007261469
"2003-13",20.325179945474
"2003-14",16.3889674713179
"2003-15",15.5860787507088
"2003-16",15.0237995145276
"2003-17",15.4447235833186
"2003-18",17.9597082434074
"2003-19",18.3231112610389
"2003-2",26.1828602296126
"2003-20",19.7018800623744
"2003-21",24.0633180284517
"2003-22",22.2710249972068
"2003-23",20.8680540250919
"2003-24",29.198656109349
"2003-25",89.9348994387624
"2003-26",67.1883463505906
"2003-27",41.0919178372533
"2003-28",20.1833638907451
"2003-29",18.984603136019
"2003-3",48.9872026232808
"2003-30",48.7682065882079
"2003-31",80.0092417208245
"2003-32",21.2822910591741
"2003-33",18.5739769244834
"2003-34",19.9929030423172
"2003-35",24.6408696983186
"2003-36",20.0469290162592
"2003-37",19.1475666500863
"2003-38",18.4359521282403
"2003-39",19.1664552786918
"2003-4",33.0632579377294
"2003-40",21.5504238146759
"2003-41",18.8056807594032
"2003-42",17.3556512420551
"2003-43",17.0013171194957
"2003-44",17.8695126848726
"2003-45",18.9669090864055
"2003-46",20.1682591106243
"2003-47",28.9000470388402
"2003-48",19.1837894387884
"2003-49",21.1382447567205
"2003-5",65.615425733013
"2003-50",31.691964347036
"2003-51",33.8783394109189
"2003-52",17.28750396309
"2003-53",24.3051718195966
"2003-6",20.8613546113108
"2003-7",21.9299813862085
"2003-8",17.5789110789863
"2003-9",16.5147366264105
"2004-1",42.1036355698754
"2004-10",187.396041881876
"2004-11",21.5312897697242
"2004-12",21.1849143813938
"2004-13",22.84731734277
"2004-14",36.900174818279
"2004-15",25.702433302594
"2004-16",29.5205756959586
"2004-17",28.704174753835
"2004-18",30.6469535580332
"2004-19",33.4070414457833
"2004-2",26.8946537763023
"2004-20",31.0138164071643
"2004-21",30.0176907540718
"2004-22",38.1493972996286
"2004-23",32.3148296897305
"2004-24",26.353427810172
"2004-25",34.269567904858
"2004-26",28.6227189588409
"2004-27",25.8130449289157
"2004-28",23.0336360478397
"2004-29",66.7328511258289
"2004-3",21.2957360006046
"2004-30",27.1460826260739
"2004-31",28.8855215131818
"2004-32",29.9046569110217
"2004-33",26.4251690154893
"2004-34",22.3180283303837
"2004-35",19.5128769889183
"2004-36",30.3122722084076
"2004-37",33.5817463989698
"2004-38",28.0909576371422
"2004-39",24.5288786450457
"2004-4",22.6484555478216
"2004-40",25.2221166572151
"2004-41",45.4183368390062
"2004-42",140.830381645224
"2004-43",48.6484748550392
"2004-44",32.4278206644731
"2004-45",31.1797170682738
"2004-46",31.7109247287481
"2004-47",53.7688756066737
"2004-48",170.970356910825
"2004-49",127.610821133455
"2004-5",17.8378262960526
"2004-50",36.5742082533228
"2004-51",32.7502348253864
"2004-52",22.4749934802461
"2004-53",20.6803504121498
"2004-6",50.7265518249463
"2004-7",88.3937782294497
"2004-8",76.7781393347744
"2004-9",19.2805203020984
"2005-1",21.9021182440677
"2005-10",18.2596784791491
"2005-11",20.787573968516
"2005-12",18.5796835871418
"2005-13",18.4365240646564
"2005-14",27.3177822181211
"2005-15",31.6546846683691
"2005-16",31.1817755601832
"2005-17",30.417939476232
"2005-18",23.2215418806163
"2005-19",22.3795850651067
"2005-2",29.2352729462576
"2005-20",53.7523413035299
"2005-21",32.3682826424432
"2005-22",31.4138406592061
"2005-23",24.3710532352321
"2005-24",21.7095346834835
"2005-25",38.8983983504372
"2005-26",30.1791485455371
"2005-27",26.812966320647
"2005-28",30.5411044892908
"2005-29",33.2600079392419
"2005-3",62.0813490694604
"2005-30",28.8634334140116
"2005-31",33.3604786697875
"2005-32",39.2313332797595
"2005-33",35.2937637436125
"2005-34",29.7641462098776
"2005-35",25.4282541012357
"2005-36",29.2156694272678
"2005-37",37.4746007282097
"2005-38",32.5159309122665
"2005-39",26.296227719132
"2005-4",24.282684176687
"2005-40",26.4878384139302
"2005-41",33.3373419191913
"2005-42",22.9833489889406
"2005-43",25.137703673804
"2005-44",86.8495876358335
"2005-45",111.372232939815
"2005-46",25.4316788347344
"2005-47",22.2094587712225
"2005-48",24.2744596105389
"2005-49",150.871831872458
"2005-5",26.5862941232653
"2005-50",23.923645423952
"2005-51",23.092866683677
"2005-52",30.6584014417707
"2005-53",230.453379484321
"2005-6",63.9444143085196
"2005-7",18.1304135102107
"2005-8",24.8465965994547
"2005-9",22.0092361981082
"2006-1",32.6384630397683
"2006-10",26.9855260742348
"2006-11",23.3991727007153
"2006-12",21.7099808367419
"2006-13",20.9557509798876
"2006-14",27.5950343658665
"2006-15",22.9361896922609
"2006-16",20.8871004100787
"2006-17",23.236643362334
"2006-18",20.5493054004971
"2006-19",25.5177626397273
"2006-2",24.6039390198022
"2006-20",19.9840000381486
"2006-21",33.2115520316126
"2006-22",42.0721353582274
"2006-23",31.0622358269577
"2006-24",33.7005239441982
"2006-25",35.2135876800017
"2006-26",34.9434217937249
"2006-27",37.4081400141287
"2006-28",40.3073309582511
"2006-29",85.5973096356691
"2006-3",53.3633081693471
"2006-30",36.0354336783406
"2006-31",34.2048347970597
"2006-32",33.019571813358
"2006-33",26.0549204036955
"2006-34",31.3422161121256
"2006-35",29.4798543084243
"2006-36",26.9905864663476
"2006-37",36.1526703136096
"2006-38",25.9512527977901
"2006-39",26.0312666279935
"2006-4",77.2539167486206
"2006-40",21.5475770635214
"2006-41",28.0668257037386
"2006-42",29.2937290594475
"2006-43",25.6905125593393
"2006-44",25.7440175190161
"2006-45",27.6541439090604
"2006-46",24.9917031534692
"2006-47",47.4733073376202
"2006-48",34.53888005502
"2006-49",30.0621761161783
"2006-5",159.539930535623
"2006-50",27.4393979569674
"2006-51",24.5466205516976
"2006-52",15.6977652984154
"2006-53",18.6452244353839
"2006-6",20.3781687352372
"2006-7",23.982673129647
"2006-8",73.797535040842
"2006-9",23.0777034858099
"2007-1",30.0867148374527
"2007-10",37.8474787396816
"2007-11",57.9754126430979
"2007-12",72.7882855413747
"2007-13",40.7511311436946
"2007-14",71.2853692916265
"2007-15",60.878948549638
"2007-16",96.1808002428761
"2007-17",82.8691199671449
"2007-18",65.8667987687436
"2007-19",69.2739583553652
"2007-2",94.5060808369552
"2007-20",56.0997711923183
"2007-21",58.2320603880259
"2007-22",73.0516468090017
"2007-23",70.3247303363478
"2007-24",275.32782449776
"2007-25",222.417419004531
"2007-26",303.069368020851
"2007-27",73.984198248277
"2007-28",102.554978418824
"2007-29",106.996664869838
"2007-3",133.501952509151
"2007-30",63.5319349248753
"2007-31",57.7498296261154
"2007-32",41.9428550945819
"2007-33",39.0672683259496
"2007-34",42.8371584108177
"2007-35",35.4287972807318
"2007-36",54.351823509666
"2007-37",46.4550395476412
"2007-38",50.2447337457495
"2007-39",49.7921014693472
"2007-4",81.9916748569085
"2007-40",39.7001863561979
"2007-41",58.0963340608893
"2007-42",28.1522871344518
"2007-43",61.62084611011
"2007-44",41.0053895921195
"2007-45",53.6647984399814
"2007-46",45.8332141801036
"2007-47",48.8455939846061
"2007-48",38.3794463897154
"2007-49",70.7164378003402
"2007-5",47.0782429187553
"2007-50",44.1159805713602
"2007-51",35.9102117210387
"2007-52",29.9563063760192
"2007-53",50.1509424106765
"2007-6",44.2463054617562
"2007-7",51.126945785102
"2007-8",61.717239967566
"2007-9",53.7049760754292
"2008-1",63.7389640747003
"2008-10",75.0440126396216
"2008-11",92.7803086863959
"2008-12",74.756978900635
"2008-13",26.7546889947949
"2008-14",30.8288837284766
"2008-15",32.4588570875168
"2008-16",39.4965190056354
"2008-17",34.4334252178538
"2008-18",50.5238176024933
"2008-19",47.1413314821929
"2008-2",72.2762393196821
"2008-20",50.9772218645639
"2008-21",47.2935254713682
"2008-22",52.8190282007899
"2008-23",52.9507242426237
"2008-24",41.292030458487
"2008-25",39.0440943398156
"2008-26",45.4071910213632
"2008-27",29.7262884994492
"2008-28",33.0507246391857
"2008-29",28.8689685543638
"2008-3",32.3843872331126
"2008-30",78.8575725012951
"2008-31",38.4881345349195
"2008-32",44.5523739725628
"2008-33",48.6711534444293
"2008-34",42.2210514712501
"2008-35",35.793239260712
"2008-36",40.1500343904387
"2008-37",34.6818816253059
"2008-38",35.1211310867751
"2008-39",36.869965367097
"2008-4",30.7559500281034
"2008-40",33.4304341235231
"2008-41",34.5159694650255
"2008-42",40.8347968204556
"2008-43",38.4859255635305
"2008-44",148.803243194725
"2008-45",40.2616823469522
"2008-46",38.5506143287927
"2008-47",37.2660785106164
"2008-48",26.9124731998839
"2008-49",30.2200527869041
"2008-5",56.7777693659773
"2008-50",33.6861251146943
"2008-51",24.4191822228871
"2008-52",24.5234147214677
"2008-53",25.3288448867771
"2008-6",44.5328869092858
"2008-7",33.4333460377798
"2008-8",213.821052577283
"2008-9",26.9690223732627
"2009-1",31.2085170573833
"2009-10",23.1443672034052
"2009-11",28.7302703922522
"2009-12",30.6523729089224
"2009-13",26.9935982602522
"2009-14",43.0914535409755
"2009-15",28.2276079061752
"2009-16",37.7557817725051
"2009-17",41.5040736761595
"2009-18",39.8944306735217
"2009-19",34.8185261509203
"2009-2",59.5792818856679
"2009-20",31.797003953169
"2009-21",26.8427755605028
"2009-22",37.4101136562494
"2009-23",30.2361873467058
"2009-24",76.5649370412397
"2009-25",33.3699195843339
"2009-26",25.4778787566849
"2009-27",37.7025777314113
"2009-28",30.5647013615783
"2009-29",27.3876672863434
"2009-3",81.1977443230075
"2009-30",27.6575295126403
"2009-31",26.4582784779443
"2009-32",25.3712612439725
"2009-33",21.7695694436218
"2009-34",24.0257579586486
"2009-35",23.7015719184093
"2009-36",24.8923355891034
"2009-37",23.9847867820974
"2009-38",25.858058558714
"2009-39",25.7064641473136
"2009-4",46.5437557582688
"2009-40",29.043000066077
"2009-41",27.730856294048
"2009-42",26.281698474553
"2009-43",25.5176309576688
"2009-44",57.9840022182077
"2009-45",41.3977507610416
"2009-46",74.1757990363616
"2009-47",216.84298468505
"2009-48",102.133100421188
"2009-49",133.342142476504
"2009-5",262.267685232924
"2009-50",27.0664986204461
"2009-51",98.2044463641108
"2009-52",23.635300917405
"2009-53",29.6449780985896
"2009-6",73.7009695725895
"2009-7",26.9759122782786
"2009-8",33.683400634751
"2009-9",26.8958076338107
"2010-1",22.2085814929497
"2010-10",26.5716847919281
"2010-11",23.7683271608523
"2010-12",25.1982005463881
"2010-13",28.3592096741825
"2010-14",20.9154841707462
"2010-15",27.7792577244695
"2010-16",33.2774627687094
"2010-17",78.0677354249966
"2010-18",23.7773841547979
"2010-19",26.8360247081835
"2010-2",139.528366777389
"2010-20",35.8235604891429
"2010-21",32.945087348117
"2010-22",25.478470671855
"2010-23",33.9125140656785
"2010-24",26.8706738259353
"2010-25",28.0171342666611
"2010-26",39.3885957613394
"2010-27",28.4552906259777
"2010-28",23.3010713826938
"2010-29",26.6839732349559
"2010-3",65.9667440287635
"2010-30",30.1031692209773
"2010-31",24.6345387848851
"2010-32",55.4716209601416
"2010-33",24.6661706423178
"2010-34",24.3137444443397
"2010-35",26.5358178814483
"2010-36",23.1817107340801
"2010-37",22.856435051231
"2010-38",22.6240424036875
"2010-39",22.7450989223916
"2010-4",82.8187875085046
"2010-40",20.7504548238982
"2010-41",23.9552452974093
"2010-42",21.4560734048651
"2010-43",23.3001869677561
"2010-44",17.8366642082114
"2010-45",21.7519635855433
"2010-46",21.3577885813142
"2010-47",23.953704827717
"2010-48",20.3038810437011
"2010-49",21.9433486557572
"2010-5",46.9908046824021
"2010-50",22.7770527259611
"2010-51",19.9272075019018
"2010-52",17.8133802818573
"2010-53",24.951680095743
"2010-6",136.583510137915
"2010-7",74.9920260708746
"2010-8",41.0578578662459
"2010-9",22.7274471706583
"2011-1",25.1958474528922
"2011-10",25.0883953696642
"2011-11",27.0348018520868
"2011-12",28.6149503976371
"2011-13",25.5084263798082
"2011-14",25.8388309921425
"2011-15",26.9500149668357
"2011-16",28.0611882708115
"2011-17",24.2196633695327
"2011-18",28.4602656994289
"2011-19",30.2471977700809
"2011-2",34.2220663706491
"2011-20",30.6856084408125
"2011-21",30.6427446395227
"2011-22",34.736952707404
"2011-23",29.384064662316
"2011-24",29.552856415275
"2011-25",27.9040171866899
"2011-26",25.6395719380813
"2011-27",25.0074285095769
"2011-28",36.0387675279406
"2011-29",30.8186588389229
"2011-3",40.1899445952224
"2011-30",33.2296650867015
"2011-31",26.9482259507413
"2011-32",33.6699524578272
"2011-33",32.4682851331684
"2011-34",28.1375333547419
"2011-35",30.0384038426529
"2011-36",28.0357087966964
"2011-37",32.9783241650784
"2011-38",28.8827234492709
"2011-39",27.3828950596342
"2011-4",50.3528290917658
"2011-40",29.9798418078439
"2011-41",29.6650926032892
"2011-42",27.251223698877
"2011-43",27.6065910017146
"2011-44",26.9515663547436
"2011-45",43.6244578626043
"2011-46",33.247529035162
"2011-47",30.460785955286
"2011-48",33.3051702467324
"2011-49",24.3129347784792
"2011-5",431.726437893624
"2011-50",26.1368458565305
"2011-51",25.8198846914989
"2011-52",23.8083925777899
"2011-53",27.4214934465872
"2011-6",59.6311869445985
"2011-7",28.7521856151329
"2011-8",34.9616971822841
"2011-9",28.6462920837803
"2012-1",27.3958253566374
"2012-10",26.2008605867745
"2012-11",27.5036256071419
"2012-12",26.5258038723461
"2012-13",26.9758672733655
"2012-14",29.4411114449495
"2012-15",28.5021191244066
"2012-16",37.4636621123541
"2012-17",33.2847280919555
"2012-18",31.9075290270408
"2012-19",28.337958193583
"2012-2",32.1856196680549
"2012-20",27.1211763813422
"2012-21",26.1299189976169
"2012-22",28.7275392511301
"2012-23",32.1780135508189
"2012-24",39.1825753719034
"2012-25",37.1236354223682
"2012-26",39.0022838034709
"2012-27",79.5663234630853
"2012-28",68.1064497390672
"2012-29",60.2595884986927
"2012-3",25.029794639082
"2012-30",68.474252203922
"2012-31",66.5112039711553
"2012-32",59.047409239768
"2012-33",56.7756336729334
"2012-34",55.8140681040338
"2012-35",50.0129858018278
"2012-36",52.8566752488715
"2012-37",59.1483846031525
"2012-38",52.7813748925811
"2012-39",48.6153417657316
"2012-4",27.6124004267176
"2012-40",49.3364373186533
"2012-41",59.4045228110199
"2012-42",53.5513068466421
"2012-43",50.4298175761199
"2012-44",54.6595934867744
"2012-45",52.5969237680104
"2012-46",51.0387661550012
"2012-47",51.6469337391765
"2012-48",112.167773570178
"2012-49",57.1767856236851
"2012-5",31.2291705185555
"2012-50",58.9644991319421
"2012-51",59.7123445101778
"2012-52",46.9839390255698
"2012-53",46.2144858025987
"2012-6",27.398619866251
"2012-7",27.3543414758152
"2012-8",32.5247464062602
"2012-9",28.3483362669983
"2013-1",75.0655053991542
"2013-10",62.8165471251793
"2013-11",62.6786964278787
"2013-12",59.1799610486185
"2013-13",59.5499633525818
"2013-14",51.3531165656037
"2013-15",54.9747321834726
"2013-16",56.6633365802052
"2013-17",54.0193145472335
"2013-18",58.913754991256
"2013-19",56.4700849099077
"2013-2",119.801857752348
"2013-20",60.9190769910745
"2013-21",61.6560877811242
"2013-22",61.0189404751113
"2013-23",59.5480363049154
"2013-24",53.2326372478641
"2013-25",83.0198028241806
"2013-26",65.5999449619679
"2013-27",54.5448862946813
"2013-28",66.753309915282
"2013-29",56.2757354242848
"2013-3",80.7154175383538
"2013-30",64.1696825108521
"2013-31",56.3655975215086
"2013-32",54.3738574224914
"2013-33",53.3530205832317
"2013-34",66.1636089117374
"2013-35",57.3051797027465
"2013-36",54.6338823195915
"2013-37",52.4923107886615
"2013-38",54.0763552893614
"2013-39",51.9795719790919
"2013-4",56.9791652411381
"2013-40",51.831154646481
"2013-41",53.056399179741
"2013-42",50.8708721085116
"2013-43",62.0306148547901
"2013-44",50.0723140867795
"2013-45",49.2294366167811
"2013-46",49.9647856984022
"2013-47",52.5876441593122
"2013-48",51.8542372275244
"2013-49",52.3654902033688
"2013-5",87.6424019809072
"2013-50",51.1191443631327
"2013-51",91.5231072857576
"2013-52",53.8527552464241
"2013-53",50.9632873948458
"2013-6",51.8256633576851
"2013-7",57.7124700974268
"2013-8",58.1636854910768
"2013-9",57.0506104147274
"2014-1",65.4729893884922
"2014-10",47.5819924663197
"2014-11",50.1477803305353
"2014-12",48.7371037091663
"2014-13",50.33481883457
"2014-14",48.8736861186593
"2014-15",47.8995454222866
"2014-16",44.8378537122231
"2014-17",47.3533686731819
"2014-18",51.4342987489475
"2014-19",52.6411266377956
"2014-2",50.3968235123205
"2014-20",48.9085708162624
"2014-21",49.9533774197022
"2014-22",48.6058896003597
"2014-23",53.8156959504834
"2014-24",49.6818803463693
"2014-25",54.2750122308772
"2014-26",45.1872906749938
"2014-27",46.5421646570215
"2014-28",43.365865310264
"2014-29",41.6350817945156
"2014-3",118.040410541629
"2014-30",34.838204165781
"2014-31",30.8050702174858
"2014-32",33.3006074774291
"2014-33",31.8319225597364
"2014-34",34.8582962129119
"2014-35",39.8487508354273
"2014-36",44.0010466824521
"2014-37",43.5168748306725
"2014-38",39.5173550670105
"2014-39",28.5085937213673
"2014-4",64.0967794177079
"2014-40",26.460901469132
"2014-41",28.3094242112958
"2014-42",28.8426032201817
"2014-43",30.8648358475618
"2014-44",28.9478667475393
"2014-45",27.7620679833792
"2014-46",31.9359059260749
"2014-47",53.9553343967496
"2014-48",34.5080790353449
"2014-49",38.1387356362083
"2014-5",56.0693608970726
"2014-50",67.5422552609267
"2014-51",124.062841137859
"2014-52",25.4918703301362
"2014-53",30.9301943087641
"2014-6",52.1566549826318
"2014-7",66.3198572819229
"2014-8",72.3368981487345
"2014-9",47.2781863349593
"2015-1",49.9517550013692
"2015-10",158.725102319378
"2015-11",26.8123578213652
"2015-12",42.996769737494
"2015-13",34.0337583718547
"2015-14",28.2570408647734
"2015-15",30.2178882097577
"2015-16",39.7255962951334
"2015-17",38.4294129294266
"2015-18",37.2062437195541
"2015-19",28.5744775104124
"2015-2",57.9993316976442
"2015-20",35.189639173921
"2015-21",38.4665154807968
"2015-22",37.4925872755383
"2015-23",36.9946916067097
"2015-24",40.216760632066
"2015-25",34.5491578400122
"2015-26",32.3698740737128
"2015-27",35.4864917755903
"2015-28",42.4046236151231
"2015-29",58.5270087364072
"2015-3",133.823042424488
"2015-30",41.0218655377685
"2015-31",38.6883045947268
"2015-32",46.0301912903806
"2015-33",37.7484785796234
"2015-34",36.2147152616343
"2015-35",42.0770655006848
"2015-4",38.6277816177399
"2015-5",24.9167916935302
"2015-6",33.5182684345661
"2015-7",34.2480800989266
"2015-8",39.132268180144
"2015-9",41.9682303477978
